city,type,status
Belo_Horizonte,general,"error: Traceback (most recent call last):
  File ""<ipython-input-4-94c7596d38cc>"", line 174, in make_requests
    if not fs.exists(search_area_path):
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/fsspec/asyn.py"", line 118, in wrapper
    return sync(self.loop, func, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/fsspec/asyn.py"", line 103, in sync
    raise return_result
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/fsspec/asyn.py"", line 56, in _runner
    result[0] = await coro
                ^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/s3fs/core.py"", line 1093, in _exists
    await self._info(path, bucket, key, version_id=version_id)
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/s3fs/core.py"", line 1445, in _info
    out = await self._call_s3(
          ^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/s3fs/core.py"", line 371, in _call_s3
    return await _error_wrapper(
           ^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/s3fs/core.py"", line 146, in _error_wrapper
    raise err
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/s3fs/core.py"", line 114, in _error_wrapper
    return await func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/context.py"", line 36, in wrapper
    return await func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/client.py"", line 406, in _make_api_call
    http, parsed_response = await self._make_request(
                            ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/client.py"", line 432, in _make_request
    return await self._endpoint.make_request(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/endpoint.py"", line 116, in _send_request
    request = await self.create_request(request_dict, operation_model)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/endpoint.py"", line 104, in create_request
    await self._event_emitter.emit(
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/hooks.py"", line 68, in _emit
    response = await resolve_awaitable(handler(**kwargs))
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/_helpers.py"", line 6, in resolve_awaitable
    return await obj
           ^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/signers.py"", line 25, in handler
    return await self.sign(operation_name, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/aiobotocore/signers.py"", line 91, in sign
    auth.add_auth(request)
  File ""/opt/anaconda3/envs/subdivisions2/lib/python3.12/site-packages/botocore/auth.py"", line 421, in add_auth
    raise NoCredentialsError()
botocore.exceptions.NoCredentialsError: Unable to locate credentials
"
